
=== 2026-09-19T02:55:24.645Z  node index.js --config thesisExperiment/configs/phase2/T2d_He_random_er_mix_01.json
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 6/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 7/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 8/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)

[Simulation] === Propagating: chemtrails_gates_2018_2021 ===
[Simulation]   Tick 1/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]   Tick 2/8
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 1 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 3/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 2 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 3 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 3 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 1 message(s)
[Simulation]   Tick 4/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 2 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 3 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 5/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 2 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 6/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 7/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 8/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 2 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)

[Simulation] === Propagating: sai_geoengineering ===
[Simulation]   Tick 1/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]   Tick 2/8
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 1 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 3/8
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 1 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]   Tick 4/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 2 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 1 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 2 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 2 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 3 message(s)
[Simulation]   Tick 5/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 3 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 3 message(s)
[Simulation]   Tick 6/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 3 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 7/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 8/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)

[Simulation] === Propagating: paris_agreement ===
[Simulation]   Tick 1/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]   Tick 2/8
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 1 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 3/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 2 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 3 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 3 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 1 message(s)
[Simulation]   Tick 4/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 3 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 5/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 3 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 6/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 7/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 8/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)

[Simulation] === Propagating: climate_consensus ===
[Simulation]   Tick 1/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]   Tick 2/8
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 1 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 3/8
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 2 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 2 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 1 message(s)
[Simulation]   Tick 4/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 2 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 3 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 2 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 3 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 2 message(s)
[Simulation]   Tick 5/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 6/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 7/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 4 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)
[Simulation]   Tick 8/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 4 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 3 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 4 message(s)

[Simulation] === Propagating: polar_bears ===
[Simulation]   Tick 1/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]   Tick 2/8
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 1 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 1 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]   Tick 3/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 1 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 2 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 3 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 1 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 3 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 1 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
[Simulation]     node_7 (Biodiversity and food-security concern (Debnath ecology/food terms)): 1 message(s)
[Simulation]   Tick 4/8
[Simulation]     node_0 (Depopulation / Gates-target believer (Debnath 2018–2021 broadening)): 3 message(s)
[Simulation]     node_1 (Climate-action piggyback conspiracist (Debnath hijack stream)): 4 message(s)
[Simulation]     node_2 (Climate Action Advocate (Debnath non-conspiracy stream)): 4 message(s)
[Simulation]     node_3 (Climate justice youth organiser (Debnath climate-action variant)): 4 message(s)
[Simulation]     node_4 (Mitigation-first policy analyst (Debnath climate-action / SRM-governance)): 4 message(s)
[Simulation]     node_5 (Environmental Concern Specialist (Debnath ozone/biodiversity stream)): 4 message(s)
[Simulation]     node_6 (Ozone / stratosphere concern voice (Debnath ozone neighbour)): 1 message(s)
